标题,地址,户型,关注,总价,均价,房源标签,房源链接
高楼层，厅出阳台，2+1小三房。即买即用。,莱蒙水榭春天二期  | 3室1厅 | 77.1平米 | 西南 | 其他 | 有电梯,高楼层(共33层)2011年建塔楼  -  深圳北站,5人关注 / 共1次带看 / 7天以前发布,560万,单价72633元/平米,距离4号线(龙华线)红山站1044米 | 房本满两年,https://sz.lianjia.com/ershoufang/105101167662.html
招商澜园 2室2厅 430万,招商澜园  | 2室2厅 | 89.15平米 | 南 | 其他,中楼层(共25层)2010年建板塔结合  -  观澜,1人关注 / 共1次带看 / 6天以前发布,430万,单价48234元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101169410.html
光彩新世纪家园 2室1厅 486万,光彩新世纪家园  | 2室1厅 | 69.51平米 | 南 西 | 其他,高楼层(共24层)2004年建板塔结合  -  南山中心,2人关注 / 共1次带看 / 5天以前发布,486万,单价69918元/平米,距离11号线南山站299米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101170452.html
厅出阳台 方正两房，没有拐角。满五年红本在手。,雍翠华府  | 2室1厅 | 61.35平米 | 西北 | 其他,中楼层(共33层)2004年建板塔结合  -  布心,3人关注 / 共1次带看 / 5天以前发布,320万,单价52160元/平米,距离3号线(龙岗线)水贝站879米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101170797.html
中海康城国际一期 4室2厅 800万,中海康城国际一期  | 4室2厅 | 169.18平米 | 东南 | 精装 | 有电梯,中楼层(共26层)2011年建板楼  -  大运新城,7人关注 / 共0次带看 / 9天以前发布,800万,单价47287元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101165522.html
万科四季花城二期 6室2厅 625万,万科四季花城二期  | 6室2厅 | 124.23平米 | 东 西 | 其他,高楼层(共6层)2000年建板楼  -  坂田,4人关注 / 共0次带看 / 9天以前发布,625万,单价50310元/平米,距离5号线(环中线)五和站261米 | 房本满两年,https://sz.lianjia.com/ershoufang/105101165549.html
金地名峰地中海装修风格复式三房两卫,金地名峰  | 3室2厅 | 87.81平米 | 南 | 其他,中楼层(共30层)2013年建板塔结合  -  龙岗宝荷,8人关注 / 共0次带看 / 9天以前发布,360万,单价40998元/平米,房本满两年,https://sz.lianjia.com/ershoufang/105101165728.html
关口物业，精装三房，满五年可免个税,国展苑  | 3室1厅 | 78平米 | 东 | 精装,低楼层(共34层)2002年建塔楼  -  布吉关,33人关注 / 共10次带看 / 2个月以前发布,250万,单价32052元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101046862.html
05年次新房大社区 绿景物业 人车分流户型正,绿景花园二期  | 4室2厅 | 131.14平米 | 东南 南 | 精装 | 有电梯,高楼层(共33层)2005年建板塔结合  -  新洲,58人关注 / 共13次带看 / 8个月以前发布,920万,单价70155元/平米,距离7号线沙尾站359米 | 房本满五年,https://sz.lianjia.com/ershoufang/105100780712.html
方厅高层，无遮挡视野好，三房朝南，采光充足，税费低,梅林一村九区  | 3室2厅 | 98.29平米 | 南 | 精装 | 有电梯,中楼层(共18层)1999年建板塔结合  -  梅林,13人关注 / 共11次带看 / 1个月以前发布,615万,单价62570元/平米,距离9号线梅景站494米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101117970.html
今日家园 南向三房 跃层复式 赠送30平米 翠园 地铁口,今日家园  | 3室2厅 | 62.42平米 | 南 | 精装 | 有电梯,低楼层(共25层)1999年建板塔结合  -  布心,27人关注 / 共14次带看 / 2个月以前发布,420万,单价67287元/平米,距离5号线(环中线)布心站140米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101033329.html
带精装修 采光通风好 刚需居家的好选择,鸿园居  | 2室1厅 | 66.45平米 | 南 | 简装,高楼层(共18层)2000年建板塔结合  -  百仕达,16人关注 / 共20次带看 / 2个月以前发布,330万,单价49662元/平米,距离5号线(环中线)太安站431米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101043106.html
旭景佳园二期正南向大三房，户型方正,珠江旭景佳园  | 3室2厅 | 105.28平米 | 南 | 精装 | 有电梯,高楼层(共23层)2008年建板塔结合  -  坂田,278人关注 / 共19次带看 / 一年前发布,440万,单价41794元/平米,距离5号线(环中线)坂田站812米 | 房本满五年,https://sz.lianjia.com/ershoufang/105100393938.html
龙珠花园南向三房 适宜居住 交通方便 物业管理完善,龙珠花园  | 3室1厅 | 76.37平米 | 西南 | 简装 | 有电梯,高楼层(共30层)1999年建板塔结合  -  布吉站,47人关注 / 共19次带看 / 3个月以前发布,268万,单价35093元/平米,距离3号线(龙岗线)布吉站544米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101020170.html
7号线桃源村站 精装两房 税费少 年轻人的好选择,皇庭香格里花园  | 2室1厅 | 65.89平米 | 南 | 精装 | 有电梯,中楼层(共18层)2006年建板塔结合  -  西丽,9人关注 / 共18次带看 / 3个月以前发布,435万,单价66020元/平米,距离7号线桃源村站174米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101024829.html
朝南两房，户型方正，安静舒适，采光通风好,旭飞华达园  | 2室2厅 | 57.51平米 | 南 | 简装 | 有电梯,中楼层(共23层)2002年建塔楼  -  百仕达,30人关注 / 共15次带看 / 4个月以前发布,285万,单价49557元/平米,距离3号线(龙岗线)田贝站371米 | 房本满五年,https://sz.lianjia.com/ershoufang/105100987487.html
地铁口电梯小高层 满五年家庭首套 税少 业主急卖,洪福雅苑  | 3室1厅 | 111.34平米 | 西北 | 精装 | 有电梯,高楼层(共13层)2001年建板塔结合  -  翻身,59人关注 / 共16次带看 / 3个月以前发布,495万,单价44459元/平米,距离5号线(环中线)翻身站44米 | 房本满五年,https://sz.lianjia.com/ershoufang/105100994907.html
福兴花园 精装南向大三房 户型方正 带花园小区,福兴花园  | 3室2厅 | 97.22平米 | 南 | 精装 | 有电梯,中楼层(共18层)2001年建板塔结合  -  梅林,36人关注 / 共18次带看 / 3个月以前发布,530万,单价54516元/平米,距离9号线下梅林站378米 | 房本满五年,https://sz.lianjia.com/ershoufang/105100996604.html
三期看湖两房，可遇不可求，满5年，免增值税。,茵悦之生花园三期  | 3室2厅 | 68.4平米 | 东 | 简装,低楼层(共18层)2007年建塔楼  -  布吉水径,6人关注 / 共2次带看 / 7天以前发布,320万,单价46784元/平米,房本满两年,https://sz.lianjia.com/ershoufang/105101167961.html
京基御景华城 2室1厅 380万,京基御景华城  | 2室1厅 | 65.2平米 | 西南 | 其他,高楼层(共35层)2005年建板塔结合  -  赤尾,18人关注 / 共5次带看 / 7天以前发布,380万,单价58283元/平米,距离7号线赤尾站208米 | 房本满两年,https://sz.lianjia.com/ershoufang/105101168074.html
繁华地段 花园社区 海印长城南向3房 看花园,海印长城  | 3室2厅 | 131.87平米 | 南 | 其他 | 有电梯,高楼层(共22层)2003年建板塔结合  -  南山中心,0人关注 / 共1次带看 / 7天以前发布,1100万,单价83416元/平米,距离11号线南山站1061米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101168628.html
满五年少税 精装修2房 离地铁口500米 拎包入住,THETOWN乐城  | 2室1厅 | 51.65平米 | 东南 东北 | 其他,中楼层(共33层)2014年建塔楼  -  大运新城,17人关注 / 共5次带看 / 6天以前发布,235万,单价45499元/平米,距离3号线(龙岗线)荷坳站593米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101169174.html
桂芳园六期 3室1厅 405万,桂芳园六期  | 3室1厅 | 89.93平米 | 东南 | 其他,低楼层(共18层)2004年建板塔结合  -  布吉大芬,2人关注 / 共1次带看 / 6天以前发布,405万,单价45036元/平米,距离3号线(龙岗线)大芬站1019米 | 房本满两年,https://sz.lianjia.com/ershoufang/105101169703.html
西乡正地铁口平面大六房，精装修，满五唯一，业主诚售,合正汇一城  | 6室1厅 | 148.59平米 | 西南 | 精装 | 有电梯,中楼层(共31层)2012年建板塔结合  -  西乡,5人关注 / 共0次带看 / 31天以前发布,920万,单价61916元/平米,距离1号线(罗宝线）西乡站352米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101132578.html
美丽365花园 3室2厅 348万,美丽365花园  | 3室2厅 | 80.38平米 | 东北 | 其他,中楼层(共8层)2003年建板塔结合  -  龙华中心,5人关注 / 共3次带看 / 5天以前发布,348万,单价43295元/平米,距离4号线(龙华线)清湖站711米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101170504.html
滢水二区两房 采光充足 税费少,滢水山庄二区  | 2室2厅 | 69.6平米 | 南 | 简装 | 无电梯,中楼层(共8层)2002年建板塔结合  -  深圳北站,6人关注 / 共1次带看 / 5天以前发布,302万,单价43391元/平米,距离4号线(龙华线)民乐站1019米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101170897.html
双阳台 南北通透 大三房 单价低 户型方正,瑞铧苑  | 3室1厅 | 116.7平米 | 南 | 简装 | 有电梯,中楼层(共28层)2004年建塔楼  -  后海,1人关注 / 共2次带看 / 5天以前发布,900万,单价77121元/平米,距离2号线(蛇口线)登良站773米 | 房本满两年,https://sz.lianjia.com/ershoufang/105101171139.html
总监推荐2003年 花园小区 带6.3平大阳台 朝南 满五年,太阳新城  | 2室1厅 | 76.38平米 | 东 | 其他 | 有电梯,中楼层(共18层)2002年建塔楼  -  布心,5人关注 / 共1次带看 / 5天以前发布,380万,单价49752元/平米,距离3号线(龙岗线)水贝站911米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101171170.html
招商桃花园 3室2厅 850万,招商桃花园  | 3室2厅 | 100.76平米 | 南 | 其他 | 有电梯,中楼层(共18层)2004年建板塔结合  -  蛇口,3人关注 / 共2次带看 / 4天以前发布,850万,单价84359元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101171565.html
欧景城花园 4室2厅 488万,欧景城花园  | 4室2厅 | 117.02平米 | 北 | 精装 | 有电梯,中楼层(共11层)2003年建板塔结合  -  中心城南,3人关注 / 共0次带看 / 8天以前发布,488万,单价41703元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101166172.html
万科第五园三期 4室2厅 580万,万科第五园三期  | 4室2厅 | 114.96平米 | 南 北 | 其他 | 有电梯,高楼层(共23层)2008年建板塔结合  -  坂田,1人关注 / 共0次带看 / 10天以前发布,580万,单价50453元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101163583.html
万科城三期 4室2厅 800万,万科城三期  | 4室2厅 | 135.97平米 | 东南 | 其他,低楼层(共3层)2007年建板塔结合  -  坂田,1人关注 / 共0次带看 / 10天以前发布,800万,单价58837元/平米,房本满两年,https://sz.lianjia.com/ershoufang/105101163678.html
旭景佳园二期正南向大三房，户型方正,珠江旭景佳园  | 3室2厅 | 105.28平米 | 南 | 精装 | 有电梯,高楼层(共23层)2008年建板塔结合  -  坂田,278人关注 / 共19次带看 / 一年前发布,440万,单价41794元/平米,距离5号线(环中线)坂田站812米 | 房本满五年,https://sz.lianjia.com/ershoufang/105100393938.html
厅出阳台 方正两房，没有拐角。满五年红本在手。,雍翠华府  | 2室1厅 | 61.35平米 | 西北 | 其他,中楼层(共33层)2004年建板塔结合  -  布心,3人关注 / 共1次带看 / 5天以前发布,320万,单价52160元/平米,距离3号线(龙岗线)水贝站879米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101170797.html
招商果岭花园 2室2厅 420万,招商果岭花园  | 2室2厅 | 70.64平米 | 西南 | 其他,高楼层(共34层)2012年建板塔结合  -  西乡,12人关注 / 共1次带看 / 3天以前发布,420万,单价59457元/平米,距离1号线(罗宝线）西乡站1145米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101172061.html
红树绿洲 高层南向精装两房 视野开阔 景观好,红树绿洲  | 2室1厅 | 57.44平米 | 南 | 其他 | 有电梯,中楼层(共28层)2010年建板塔结合  -  福田保税区,17人关注 / 共18次带看 / 3个月以前发布,380万,单价66156元/平米,距离3号线(龙岗线)益田站1176米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101010119.html
方厅高层，无遮挡视野好，三房朝南，采光充足，税费低,梅林一村九区  | 3室2厅 | 98.29平米 | 南 | 精装 | 有电梯,中楼层(共18层)1999年建板塔结合  -  梅林,13人关注 / 共11次带看 / 1个月以前发布,615万,单价62570元/平米,距离9号线梅景站494米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101117970.html
今日家园 南向三房 跃层复式 赠送30平米 翠园 地铁口,今日家园  | 3室2厅 | 62.42平米 | 南 | 精装 | 有电梯,低楼层(共25层)1999年建板塔结合  -  布心,27人关注 / 共14次带看 / 2个月以前发布,420万,单价67287元/平米,距离5号线(环中线)布心站140米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101033329.html
半岛苑布吉木棉湾石芽岭公园旁 房带花园 税费少免个税,半岛苑  | 2室1厅 | 58.61平米 | 南 | 简装 | 无电梯,低楼层(共7层)2000年建板塔结合  -  布吉大芬,38人关注 / 共18次带看 / 1个月以前发布,225万,单价38390元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101100783.html
布吉大世纪水山缘实用3房，满五年，装修保养好。,大世纪水山缘  | 3室2厅 | 83.12平米 | 北 | 精装 | 有电梯,高楼层(共11层)2006年建板塔结合  -  布吉南岭,7人关注 / 共10次带看 / 1个月以前发布,355万,单价42710元/平米,房本满五年,https://sz.lianjia.com/ershoufang/105101112526.html
龙珠花园南向三房 适宜居住 交通方便 物业管理完善,龙珠花园  | 3室1厅 | 76.37平米 | 西南 | 简装 | 有电梯,高楼层(共30层)1999年建板塔结合  -  布吉站,47人关注 / 共19次带看 / 3个月以前发布,268万,单价35093元/平米,距离3号线(龙岗线)布吉站544米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101020170.html
7号线桃源村站 精装两房 税费少 年轻人的好选择,皇庭香格里花园  | 2室1厅 | 65.89平米 | 南 | 精装 | 有电梯,中楼层(共18层)2006年建板塔结合  -  西丽,9人关注 / 共18次带看 / 3个月以前发布,435万,单价66020元/平米,距离7号线桃源村站174米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101024829.html
红本在手满五唯一，户型方正，客厅出阳台近科技公园,中信海阔天空  | 3室1厅 | 117.91平米 | 南 | 简装,中楼层(共29层)2003年建塔楼  -  科技园,22人关注 / 共12次带看 / 3个月以前发布,1180万,单价100077元/平米,距离2号线(蛇口线)科苑站190米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101007125.html
入户花园可再添一房 满五唯一 准大三房  朝花园景观,南国丽园  | 3室2厅 | 113.05平米 | 东南 | 精装 | 有电梯,高楼层(共16层)2009年建板塔结合  -  龙华中心,44人关注 / 共25次带看 / 3个月以前发布,560万,单价49536元/平米,距离4号线(龙华线)龙华站1113米 | 房本满五年,https://sz.lianjia.com/ershoufang/105101007205.html
地铁口电梯小高层 满五年家庭首套 税少 业主急卖,洪福雅苑  | 3室1厅 | 111.34平米 | 西北 | 精装 | 有电梯,高楼层(共13层)2001年建板塔结合  -  翻身,59人关注 / 共16次带看 / 3个月以前发布,495万,单价44459元/平米,距离5号线(环中线)翻身站44米 | 房本满五年,https://sz.lianjia.com/ershoufang/105100994907.html
